encuesta_latitude,encuesta_longitude,est,id,zona
21.1830142,-86.86323279999999,Percepción Seguridad,2,Cancún
21.1746615,-86.86761640000002,Percepción Seguridad,2,Cancún
21.179327100000002,-86.8744992,Percepción Seguridad,2,Cancún
21.1631239,-86.8795153,Percepción Seguridad,2,Cancún
21.177902399999997,-86.8444184,Percepción Seguridad,2,Cancún
21.166125,-86.85125670000001,Percepción Seguridad,2,Cancún
21.1799642,-86.8317819,Percepción Seguridad,2,Cancún
21.1648085,-86.9156699,Percepción Seguridad,2,Cancún
21.152036199999998,-86.8748248,Percepción Seguridad,2,Cancún
21.151978399999997,-86.842848,Percepción Seguridad,2,Cancún
21.1521622,-86.8666495,Percepción Seguridad,2,Cancún
21.1491343,-86.9002617,Percepción Seguridad,2,Cancún
21.1916539,-86.832589,Percepción Seguridad,2,Cancún
21.182571499999998,-86.84741609999999,Percepción Seguridad,2,Cancún
21.15556,-86.8390283,Percepción Seguridad,2,Cancún
21.2005032,-86.8569842,Percepción Seguridad,2,Cancún
21.179988199999997,-86.87405749999999,Percepción Seguridad,2,Cancún
21.165174800000003,-86.916448,Percepción Seguridad,2,Cancún
21.1416408,-86.8558479,Percepción Seguridad,2,Cancún
21.1620775,-86.8282387,Percepción Seguridad,2,Cancún
21.1794533,-86.83221329999999,Percepción Seguridad,2,Cancún
21.1740685,-86.8679074,Percepción Seguridad,2,Cancún
21.191365,-86.83324420000001,Percepción Seguridad,2,Cancún
21.1518955,-86.866867,Percepción Seguridad,2,Cancún
21.163367,-86.87999350000001,Percepción Seguridad,2,Cancún
21.183023499999997,-86.86326059999999,Percepción Seguridad,2,Cancún
21.151379199999997,-86.8428426,Percepción Seguridad,2,Cancún
21.1874445,-86.8735038,Percepción Seguridad,2,Cancún
21.200081100000002,-86.857324,Percepción Seguridad,2,Cancún
21.1798117,-86.8323617,Percepción Seguridad,2,Cancún
21.1847558,-86.8680801,Percepción Seguridad,2,Cancún
21.1791822,-86.8748989,Percepción Seguridad,2,Cancún
21.156191699999997,-86.83743170000001,Percepción Seguridad,2,Cancún
21.1612482,-86.9160828,Percepción Seguridad,2,Cancún
21.1832935,-86.84676590000001,Percepción Seguridad,2,Cancún
21.1524634,-86.89826509999999,Percepción Seguridad,2,Cancún
21.151985600000003,-86.87445550000001,Percepción Seguridad,2,Cancún
21.1793567,-86.83285500000001,Percepción Seguridad,2,Cancún
21.1739062,-86.8681248,Percepción Seguridad,2,Cancún
21.163337300000002,-86.8803309,Percepción Seguridad,2,Cancún
21.1414245,-86.85578079999999,Percepción Seguridad,2,Cancún
21.1874835,-86.87362420000001,Percepción Seguridad,2,Cancún
21.2001124,-86.85718390000001,Percepción Seguridad,2,Cancún
21.1523082,-86.89819920000001,Percepción Seguridad,2,Cancún
21.152211800000003,-86.8674775,Percepción Seguridad,2,Cancún
21.1917859,-86.83271979999999,Percepción Seguridad,2,Cancún
21.1787533,-86.87472170000001,Percepción Seguridad,2,Cancún
21.1609076,-86.916483,Percepción Seguridad,2,Cancún
21.1603329,-86.82823409999999,Percepción Seguridad,2,Cancún
21.1790467,-86.8327083,Percepción Seguridad,2,Cancún
21.152135,-86.89858670000001,Percepción Seguridad,2,Cancún
21.187181600000002,-86.874037,Percepción Seguridad,2,Cancún
21.1847217,-86.8671083,Percepción Seguridad,2,Cancún
21.1571267,-86.8397517,Percepción Seguridad,2,Cancún
21.160535100000004,-86.9167585,Percepción Seguridad,2,Cancún
21.183676100000003,-86.84701329999999,Percepción Seguridad,2,Cancún
21.1922948,-86.832975,Percepción Seguridad,2,Cancún
21.1410893,-86.8554452,Percepción Seguridad,2,Cancún
21.151943300000003,-86.8758666,Percepción Seguridad,2,Cancún
21.173385999999997,-86.8690729,Percepción Seguridad,2,Cancún
21.1998833,-86.85681170000001,Percepción Seguridad,2,Cancún
21.1781093,-86.84364659999999,Percepción Seguridad,2,Cancún
21.1802785,-86.8748199,Percepción Seguridad,2,Cancún
21.1787617,-86.8330683,Percepción Seguridad,2,Cancún
21.172218100000002,-86.8257579,Percepción Seguridad,2,Cancún
21.151124399999997,-86.8674005,Percepción Seguridad,2,Cancún
21.1475457,-86.9185544,Percepción Seguridad,2,Cancún
21.1655174,-86.8809827,Percepción Seguridad,2,Cancún
21.188640499999998,-86.8537994,Percepción Seguridad,2,Cancún
21.160993100000002,-86.9174983,Percepción Seguridad,2,Cancún
21.186857800000002,-86.87388220000001,Percepción Seguridad,2,Cancún
21.173735,-86.8693368,Percepción Seguridad,2,Cancún
21.1847419,-86.8668785,Percepción Seguridad,2,Cancún
21.157381,-86.8404401,Percepción Seguridad,2,Cancún
21.1518717,-86.8985667,Percepción Seguridad,2,Cancún
21.1999166,-86.8562571,Percepción Seguridad,2,Cancún
21.1789783,-86.8332517,Percepción Seguridad,2,Cancún
21.180535,-86.8744167,Percepción Seguridad,2,Cancún
21.1931,-86.83280309999999,Percepción Seguridad,2,Cancún
21.1590242,-86.82837990000002,Percepción Seguridad,2,Cancún
21.1781978,-86.84350340000002,Percepción Seguridad,2,Cancún
21.1524914,-86.8747782,Percepción Seguridad,2,Cancún
21.1839484,-86.84707809999999,Percepción Seguridad,2,Cancún
