encuesta_latitude,encuesta_longitude,zona,id,est
21.179054,-86.8736715,Cancún,2,Percepción Seguridad
21.1614791,-86.91985190000001,Cancún,2,Percepción Seguridad
21.1560707,-86.8257333,Cancún,2,Percepción Seguridad
21.164819199999997,-86.92008890000001,Cancún,2,Percepción Seguridad
21.143913,-86.8823666,Cancún,2,Percepción Seguridad
21.1645862,-86.9217944,Cancún,2,Percepción Seguridad
21.150436,-86.84566099999999,Cancún,2,Percepción Seguridad
21.147256600000002,-86.85599959999999,Cancún,2,Percepción Seguridad
21.1577674,-86.8219748,Cancún,2,Percepción Seguridad
21.177204,-86.844514,Cancún,2,Percepción Seguridad
21.1744529,-86.870559,Cancún,2,Percepción Seguridad
21.150664000000003,-86.84483979999999,Cancún,2,Percepción Seguridad
21.1443391,-86.88211319999999,Cancún,2,Percepción Seguridad
21.1904525,-86.83743709999999,Cancún,2,Percepción Seguridad
21.1633011,-86.9208917,Cancún,2,Percepción Seguridad
21.175266399999998,-86.8694502,Cancún,2,Percepción Seguridad
21.149844199999997,-86.84501829999999,Cancún,2,Percepción Seguridad
21.1908212,-86.8368345,Cancún,2,Percepción Seguridad
21.163340899999998,-86.8799535,Cancún,2,Percepción Seguridad
21.1430229,-86.8817817,Cancún,2,Percepción Seguridad
21.1518867,-86.90081670000001,Cancún,2,Percepción Seguridad
21.1595282,-86.82119859999999,Cancún,2,Percepción Seguridad
21.1490212,-86.8535597,Cancún,2,Percepción Seguridad
21.1750829,-86.8690399,Cancún,2,Percepción Seguridad
21.163605800000003,-86.9209905,Cancún,2,Percepción Seguridad
21.167392,-86.840701,Cancún,2,Percepción Seguridad
21.1907426,-86.8360342,Cancún,2,Percepción Seguridad
21.1674109,-86.85062629999999,Cancún,2,Percepción Seguridad
21.182984100000002,-86.8631426,Cancún,2,Percepción Seguridad
21.1636107,-86.88032009999999,Cancún,2,Percepción Seguridad
21.1768053,-86.8453291,Cancún,2,Percepción Seguridad
21.163494500000002,-86.9210038,Cancún,2,Percepción Seguridad
21.1595805,-86.8230317,Cancún,2,Percepción Seguridad
21.151423,-86.9003865,Cancún,2,Percepción Seguridad
21.150861300000003,-86.8444645,Cancún,2,Percepción Seguridad
21.178507,-86.8732422,Cancún,2,Percepción Seguridad
21.146472,-86.85593859999999,Cancún,2,Percepción Seguridad
21.1699641,-86.8429633,Cancún,2,Percepción Seguridad
21.1434545,-86.8820375,Cancún,2,Percepción Seguridad
21.182968399999996,-86.86259059999999,Cancún,2,Percepción Seguridad
21.1908967,-86.835595,Cancún,2,Percepción Seguridad
21.175908899999996,-86.867474,Cancún,2,Percepción Seguridad
21.1634157,-86.9211128,Cancún,2,Percepción Seguridad
21.1645233,-86.88018670000001,Cancún,2,Percepción Seguridad
21.184649800000003,-86.8779296,Cancún,2,Percepción Seguridad
21.1775505,-86.8450788,Cancún,2,Percepción Seguridad
21.160873000000002,-86.8238235,Cancún,2,Percepción Seguridad
21.1510905,-86.9004819,Cancún,2,Percepción Seguridad
21.1792785,-86.8723436,Cancún,2,Percepción Seguridad
21.1664281,-86.847928,Cancún,2,Percepción Seguridad
21.143916,-86.8810722,Cancún,2,Percepción Seguridad
21.1702843,-86.842564,Cancún,2,Percepción Seguridad
21.149620600000002,-86.8441311,Cancún,2,Percepción Seguridad
21.152229000000002,-86.8695157,Cancún,2,Percepción Seguridad
21.1651092,-86.9214317,Cancún,2,Percepción Seguridad
21.1973527,-86.8584742,Cancún,2,Percepción Seguridad
21.1758023,-86.8675815,Cancún,2,Percepción Seguridad
21.15116,-86.90007759999999,Cancún,2,Percepción Seguridad
21.1854074,-86.8772032,Cancún,2,Percepción Seguridad
21.166188100000003,-86.84760849999999,Cancún,2,Percepción Seguridad
21.1440135,-86.8811125,Cancún,2,Percepción Seguridad
21.178934299999998,-86.8730738,Cancún,2,Percepción Seguridad
21.182750199999997,-86.8624149,Cancún,2,Percepción Seguridad
21.176889499999998,-86.8459898,Cancún,2,Percepción Seguridad
21.1615307,-86.8217933,Cancún,2,Percepción Seguridad
21.1645723,-86.88042109999999,Cancún,2,Percepción Seguridad
21.1980438,-86.85787640000001,Cancún,2,Percepción Seguridad
21.151193799999998,-86.89989440000001,Cancún,2,Percepción Seguridad
21.1551582,-86.83766920000001,Cancún,2,Percepción Seguridad
21.1829609,-86.8619019,Cancún,2,Percepción Seguridad
21.179254800000002,-86.8732761,Cancún,2,Percepción Seguridad
21.143998100000005,-86.88201090000001,Cancún,2,Percepción Seguridad
21.1646815,-86.9185036,Cancún,2,Percepción Seguridad
21.1495343,-86.8444873,Cancún,2,Percepción Seguridad
21.1751734,-86.86805749999999,Cancún,2,Percepción Seguridad
21.1520368,-86.8692628,Cancún,2,Percepción Seguridad
21.170398600000002,-86.8432307,Cancún,2,Percepción Seguridad
21.165900699999998,-86.8478752,Cancún,2,Percepción Seguridad
21.1855317,-86.87723390000001,Cancún,2,Percepción Seguridad
21.1979722,-86.85797099999999,Cancún,2,Percepción Seguridad
21.1794668,-86.8308433,Cancún,2,Percepción Seguridad
21.162409600000004,-86.82153659999999,Cancún,2,Percepción Seguridad
21.164206399999998,-86.9186032,Cancún,2,Percepción Seguridad
21.1830447,-86.8616719,Cancún,2,Percepción Seguridad
21.1749523,-86.8683962,Cancún,2,Percepción Seguridad
21.190844199999997,-86.835563,Cancún,2,Percepción Seguridad
21.1753185,-86.82621490000001,Cancún,2,Percepción Seguridad
21.149597500000002,-86.8436382,Cancún,2,Percepción Seguridad
21.144479999999998,-86.88171659999999,Cancún,2,Percepción Seguridad
21.1799578,-86.873364,Cancún,2,Percepción Seguridad
21.165230100000002,-86.880416,Cancún,2,Percepción Seguridad
21.1979938,-86.8582196,Cancún,2,Percepción Seguridad
21.176724,-86.84587409999999,Cancún,2,Percepción Seguridad
21.170723499999998,-86.8435682,Cancún,2,Percepción Seguridad
21.1490212,-86.8535597,Cancún,2,Percepción Seguridad
21.182950100000003,-86.8483397,Cancún,2,Percepción Seguridad
21.1562446,-86.83659159999999,Cancún,2,Percepción Seguridad
21.150669399999998,-86.90002270000001,Cancún,2,Percepción Seguridad
21.163805899999996,-86.9185553,Cancún,2,Percepción Seguridad
21.191167800000002,-86.8348527,Cancún,2,Percepción Seguridad
21.163214800000002,-86.8227501,Cancún,2,Percepción Seguridad
21.179001100000004,-86.8302538,Cancún,2,Percepción Seguridad
21.1747628,-86.8691474,Cancún,2,Percepción Seguridad
21.1498107,-86.8434617,Cancún,2,Percepción Seguridad
21.179706799999998,-86.87346120000001,Cancún,2,Percepción Seguridad
21.186132100000002,-86.8768402,Cancún,2,Percepción Seguridad
21.1979822,-86.85821700000001,Cancún,2,Percepción Seguridad
21.144375600000004,-86.8811069,Cancún,2,Percepción Seguridad
21.1465322,-86.8563466,Cancún,2,Percepción Seguridad
21.1648333,-86.8811983,Cancún,2,Percepción Seguridad
21.182471600000003,-86.8486016,Cancún,2,Percepción Seguridad
21.171375199999996,-86.84335440000001,Cancún,2,Percepción Seguridad
21.1560837,-86.83619959999999,Cancún,2,Percepción Seguridad
21.1488552,-86.84275809999998,Cancún,2,Percepción Seguridad
21.191152600000002,-86.8339765,Cancún,2,Percepción Seguridad
21.151209899999998,-86.8694337,Cancún,2,Percepción Seguridad
21.174565,-86.8690473,Cancún,2,Percepción Seguridad
21.1792376,-86.8304228,Cancún,2,Percepción Seguridad
21.175143,-86.8260454,Cancún,2,Percepción Seguridad
21.1798553,-86.873611,Cancún,2,Percepción Seguridad
21.1779268,-86.84567170000001,Cancún,2,Percepción Seguridad
21.1983288,-86.8584134,Cancún,2,Percepción Seguridad
21.1862608,-86.876951,Cancún,2,Percepción Seguridad
21.14443,-86.88106429999999,Cancún,2,Percepción Seguridad
21.148762100000003,-86.9002617,Cancún,2,Percepción Seguridad
21.1488455,-86.8428109,Cancún,2,Percepción Seguridad
21.197976699999998,-86.858515,Cancún,2,Percepción Seguridad
21.164593300000003,-86.8818083,Cancún,2,Percepción Seguridad
21.180495399999998,-86.87302679999999,Cancún,2,Percepción Seguridad
21.1906447,-86.8330729,Cancún,2,Percepción Seguridad
21.1742206,-86.8707129,Cancún,2,Percepción Seguridad
21.17897,-86.8307767,Cancún,2,Percepción Seguridad
21.1819546,-86.8487061,Cancún,2,Percepción Seguridad
21.178448100000004,-86.84564259999999,Cancún,2,Percepción Seguridad
21.171172100000003,-86.84383759999999,Cancún,2,Percepción Seguridad
21.144791,-86.8554748,Cancún,2,Percepción Seguridad
21.148735000000002,-86.8423946,Cancún,2,Percepción Seguridad
21.151061399999996,-86.8695147,Cancún,2,Percepción Seguridad
21.1755996,-86.8256028,Cancún,2,Percepción Seguridad
21.1455171,-86.8816171,Cancún,2,Percepción Seguridad
21.156995000000002,-86.8373017,Cancún,2,Percepción Seguridad
21.1981186,-86.85889300000001,Cancún,2,Percepción Seguridad
21.186762100000003,-86.8765626,Cancún,2,Percepción Seguridad
21.1807783,-86.83233670000001,Cancún,2,Percepción Seguridad
21.1904632,-86.8324631,Cancún,2,Percepción Seguridad
21.164264499999998,-86.8811304,Cancún,2,Percepción Seguridad
21.160330899999998,-86.8259345,Cancún,2,Percepción Seguridad
21.1821217,-86.8482,Cancún,2,Percepción Seguridad
21.180981,-86.87271949999999,Cancún,2,Percepción Seguridad
21.1462083,-86.8827146,Cancún,2,Percepción Seguridad
21.1449678,-86.8557548,Cancún,2,Percepción Seguridad
21.1492453,-86.8427364,Cancún,2,Percepción Seguridad
21.175474100000002,-86.8268177,Cancún,2,Percepción Seguridad
21.1741669,-86.8714688,Cancún,2,Percepción Seguridad
21.181013699999998,-86.8732844,Cancún,2,Percepción Seguridad
21.157125,-86.838125,Cancún,2,Percepción Seguridad
21.1497697,-86.8981306,Cancún,2,Percepción Seguridad
21.1868307,-86.87642679999999,Cancún,2,Percepción Seguridad
21.179551,-86.8314857,Cancún,2,Percepción Seguridad
21.189815499999998,-86.834112,Cancún,2,Percepción Seguridad
21.171756100000003,-86.8435827,Cancún,2,Percepción Seguridad
21.144026999999998,-86.8555458,Cancún,2,Percepción Seguridad
21.1397099,-86.8897857,Cancún,2,Percepción Seguridad
21.150655399999998,-86.8413283,Cancún,2,Percepción Seguridad
21.1626426,-86.82609599999999,Cancún,2,Percepción Seguridad
21.1823383,-86.847635,Cancún,2,Percepción Seguridad
21.163879100000003,-86.8798293,Cancún,2,Percepción Seguridad
21.173637699999997,-86.869943,Cancún,2,Percepción Seguridad
21.152199399999997,-86.8734485,Cancún,2,Percepción Seguridad
21.1984993,-86.8590126,Cancún,2,Percepción Seguridad
21.1986533,-86.8587583,Cancún,2,Percepción Seguridad
21.1895809,-86.835504,Cancún,2,Percepción Seguridad
21.1496684,-86.8421934,Cancún,2,Percepción Seguridad
21.186780600000002,-86.87556500000001,Cancún,2,Percepción Seguridad
21.1438745,-86.85559690000001,Cancún,2,Percepción Seguridad
21.1722008,-86.8436983,Cancún,2,Percepción Seguridad
21.175902,-86.8316487,Cancún,2,Percepción Seguridad
21.1623517,-86.82688259999999,Cancún,2,Percepción Seguridad
21.139688699999997,-86.8904876,Cancún,2,Percepción Seguridad
21.182274300000003,-86.84738879999999,Cancún,2,Percepción Seguridad
21.173112200000002,-86.8708865,Cancún,2,Percepción Seguridad
21.1584246,-86.8388189,Cancún,2,Percepción Seguridad
